0,38.750000,39.060000,
0,37.380000,39.160000,
0,37.500000,37.630000,
1,37.540000,37.500000,
1,37.270000,37.260000,
1,37.020000,36.930000,
1,37.510000,37.180000,
1,37.630000,37.500000,
0,36.720000,37.410000,
0,36.440000,36.920000,
1,36.600000,36.360000,
1,36.660000,36.510000,
1,36.900000,36.760000,
0,36.520000,36.900000,
0,36.260000,36.380000,
0,36.030000,36.150000,
0,36.170000,36.180000,
1,35.990000,35.900000,
1,36.030000,35.860000,
0,35.750000,35.880000,
1,35.560000,35.320000,
1,35.530000,35.380000,
0,35.420000,35.540000,
0,34.950000,35.300000,
1,35.000000,34.930000,
0,34.730000,34.940000,
1,34.730000,34.490000,
0,34.270000,34.740000,
0,33.020000,33.820000,
1,34.260000,34.160000,
0,31.750000,34.000000,
0,32.600000,32.800000,
1,32.690000,32.240000,
1,33.220000,32.690000,
1,34.200000,33.500000,
1,35.790000,34.320000,
0,34.890000,35.920000,
1,36.510000,35.220000,
1,37.100000,36.870000,
0,34.660000,35.200000,
1,34.610000,34.510000,
1,35.390000,34.550000,
0,35.190000,35.470000,
1,35.050000,34.970000,
0,35.230000,35.370000,
1,35.980000,35.270000,
0,35.770000,35.950000,
1,36.300000,35.790000,
1,37.190000,36.470000,
1,37.170000,36.790000,
0,36.630000,37.010000,
0,36.330000,36.670000,
0,36.240000,36.260000,
1,36.540000,36.250000,
1,36.760000,36.560000,
1,37.000000,36.760000,
0,36.930000,37.030000,
1,37.120000,36.790000,
0,37.250000,37.280000,
1,37.590000,37.580000,
1,38.050000,37.660000,
1,38.130000,38.070000,
0,38.000000,38.050000,
1,38.030000,38.000000,
0,37.900000,37.990000,
0,37.800000,38.160000,
0,37.240000,37.830000,
0,36.990000,37.150000,
1,36.850000,36.840000,
0,35.390000,37.000000,
1,35.720000,35.120000,
1,35.510000,35.480000,
1,35.510000,35.340000,
1,35.730000,35.070000,
0,35.300000,35.590000,
0,35.260000,35.300000,
1,35.280000,35.120000,
1,35.430000,35.200000,
0,34.770000,35.170000,
1,35.220000,34.820000,
0,34.670000,35.040000,
1,35.110000,35.070000,
0,35.280000,35.330000,
1,35.330000,35.190000,
1,35.730000,35.610000,
0,36.000000,36.110000,
0,35.710000,35.940000,
0,35.400000,35.600000,
0,34.760000,35.430000,
1,35.130000,35.040000,
1,35.170000,34.980000,
0,34.550000,35.150000,
1,34.780000,34.520000,
0,34.520000,34.810000,
1,34.690000,34.430000,
0,34.420000,34.820000,
1,34.350000,34.150000,
1,34.200000,34.150000,
0,33.930000,33.970000,
0,33.440000,33.850000,
0,33.550000,33.650000,
1,33.880000,33.500000,
1,33.910000,33.870000,
1,34.040000,34.000000,
1,34.210000,33.880000,
0,33.930000,34.180000,
1,33.890000,33.680000,
0,33.870000,33.910000,
0,33.760000,33.910000,
1,33.850000,33.590000,
1,34.540000,33.950000,
0,34.380000,34.520000,
1,34.530000,34.220000,
1,34.690000,34.480000,
1,34.940000,34.710000,
0,34.900000,34.910000,
1,35.060000,34.900000,
0,34.000000,35.160000,
1,33.740000,33.390000,
1,33.460000,33.250000,
1,33.630000,33.610000,
0,33.690000,33.740000,
1,33.840000,33.840000,
0,33.710000,33.870000,
0,33.550000,33.760000,
0,33.420000,33.690000,
0,33.370000,33.430000,
1,33.560000,33.500000,
0,33.420000,33.640000,
0,33.050000,33.350000,
1,33.500000,33.100000,
0,32.310000,33.720000,
1,32.450000,31.780000,
1,32.980000,32.520000,
1,33.140000,32.800000,
0,32.550000,33.110000,
0,32.370000,32.520000,
1,32.970000,32.410000,
1,33.130000,32.970000,
0,32.920000,33.280000,
0,32.400000,32.820000,
0,32.230000,32.360000,
1,32.290000,32.230000,
1,32.340000,32.320000,
1,32.480000,32.130000,
0,32.290000,32.500000,
1,32.740000,32.490000,
1,33.120000,32.640000,
0,32.780000,33.060000,
0,32.720000,32.960000,
0,31.650000,32.190000,
1,31.830000,31.580000,
0,31.940000,32.000000,
1,31.840000,31.740000,
1,31.890000,31.770000,
1,32.040000,31.940000,
1,32.290000,31.930000,
1,32.600000,32.490000,
1,32.990000,32.390000,
0,32.600000,32.900000,
1,32.570000,32.450000,
1,33.300000,32.800000,
0,32.640000,32.720000,
1,32.690000,32.450000,
1,32.900000,32.700000,
1,33.230000,32.640000,
1,33.620000,33.000000,
0,33.340000,33.610000,
0,32.300000,33.230000,
0,32.290000,32.360000,
1,32.190000,32.040000,
1,32.160000,31.930000,
1,32.770000,32.350000,
0,31.820000,32.560000,
1,32.020000,31.630000,
0,31.830000,31.950000,
1,31.500000,31.480000,
0,30.600000,31.620000,
0,30.030000,30.560000,
0,29.250000,29.480000,
0,28.870000,29.070000,
1,29.640000,28.910000,
1,29.810000,29.590000,
1,30.000000,29.910000,
1,30.050000,29.900000,
0,30.250000,30.340000,
0,29.990000,30.090000,
1,30.120000,29.940000,
0,29.930000,30.120000,
0,29.260000,29.730000,
0,29.840000,29.880000,
0,29.720000,29.750000,
1,29.910000,29.900000,
0,29.820000,29.880000,
0,29.660000,29.920000,
1,30.620000,29.790000,
0,29.320000,30.190000,
0,29.430000,29.450000,
1,30.000000,29.580000,
0,29.860000,30.020000,
0,29.310000,29.830000,
0,29.360000,29.420000,
0,28.880000,29.360000,
1,29.010000,28.810000,
0,28.700000,29.070000,
0,28.230000,28.490000,
1,28.170000,28.010000,
0,28.140000,28.330000,
1,29.060000,28.040000,
0,28.940000,29.000000,
0,29.150000,29.250000,
0,28.920000,29.020000,
0,28.570000,29.000000,
0,28.530000,28.600000,
1,29.040000,28.490000,
1,29.420000,29.370000,
0,29.630000,29.840000,
0,29.800000,29.900000,
0,29.750000,29.800000,
0,29.500000,29.560000,
1,28.900000,28.840000,
0,28.120000,28.850000,
0,27.710000,28.120000,
1,27.730000,27.700000,
0,27.570000,27.610000,
1,28.180000,27.450000,
1,28.430000,28.180000,
1,28.300000,28.290000,
0,27.710000,28.340000,
1,27.880000,27.660000,
0,27.920000,27.980000,
1,28.240000,28.070000,
1,28.430000,28.190000,
0,28.200000,28.310000,
0,28.000000,28.160000,
0,27.990000,28.050000,
1,28.010000,27.790000,
0,27.550000,28.040000,
0,27.370000,27.510000,
1,27.520000,27.450000,
0,26.750000,26.900000,
0,26.670000,26.770000,
1,27.050000,26.600000,
0,26.850000,26.990000,
0,27.000000,27.040000,
1,27.610000,27.250000,
